Platform,Domain,Title,Organization,Rating,Learners,Duration,Difficulty,Price,Duration_Months,Is_Paid,Difficulty_Clean,Difficulty_Encoded,Success_Label
Coursera,Information Technology,Learning Linux for LFCA Certification,LearnQuest,4.5,1200.0,3 - 6 Months,Beginner,Paid / Subscription,3.0,1,beginner,0.0,0
Coursera,Information Technology,Electrodynamics,Korea Advanced Institute of Science and Technology(KAIST),4.7,7950.0,3 - 6 Months,Intermediate,Paid / Subscription,3.0,1,intermediate,1.0,1
Coursera,Information Technology,Introduction to Applied Cryptography,University of Colorado System,4.6,1000.0,3 - 6 Months,Beginner,Paid / Subscription,3.0,1,beginner,0.0,0
Coursera,Information Technology,è®¡ç®æºè¾å©ç¿»è¯åçä¸å®è·µ Principles and Practice of Computer-Aided Translation,Peking University,4.6,7950.0,3 - 6 Months,Intermediate,Paid / Subscription,3.0,1,intermediate,1.0,1
Coursera,Information Technology,CompTIA Project+,Infosec,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Practice Exams for CompTIA A+ Certification: Core 1 & Core 2,IBM,4.7,7950.0,1 - 4 Weeks,Intermediate,Paid / Subscription,0.25,1,intermediate,1.0,1
Coursera,Information Technology,LCFA Practice Course,LearnQuest,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,"Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure",University of Illinois Urbana-Champaign,4.3,7950.0,1 - 3 Months,Intermediate,Paid / Subscription,1.0,1,intermediate,1.0,0
Coursera,Information Technology,"Build a Portfolio Website with HTML, CSS, and JavaScript",Coursera,4.3,7950.0,2 Hours,Intermediate,Paid / Subscription,0.002777777777777778,1,intermediate,1.0,0
Coursera,Information Technology,Medical Administrative Assistants and Office Procedures,MedCerts,4.8,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Electrodynamics: Electric and Magnetic Fields,Korea Advanced Institute of Science and Technology(KAIST),4.8,7950.0,1 - 3 Months,Advanced,Paid / Subscription,1.0,1,advanced,2.0,1
Coursera,Information Technology,Cybersecurity and Mobility,Kennesaw State University,4.5,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Navigating Healthcare Supply Chain Operations,Northeastern University,4.6,7950.0,1 - 4 Weeks,,Paid / Subscription,0.25,1,,0.0,1
Coursera,Information Technology,Fundamentals of Database Systems,Coursera,4.3,7950.0,2 Hours,Intermediate,Paid / Subscription,0.002777777777777778,1,intermediate,1.0,0
Coursera,Information Technology,Electrodynamics: In-depth Solutions for Maxwellâs Equations,Korea Advanced Institute of Science and Technology(KAIST),4.8,7950.0,1 - 3 Months,Advanced,Paid / Subscription,1.0,1,advanced,2.0,1
Coursera,Information Technology,Electrodynamics: Analysis of Electric Fields,Korea Advanced Institute of Science and Technology(KAIST),4.8,7950.0,1 - 3 Months,Advanced,Paid / Subscription,1.0,1,advanced,2.0,1
Coursera,Information Technology,Linux Cloud and DevOps,LearnQuest,4.4,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,0
Coursera,Information Technology,"Project Management Job Search, Resume, and Interview Prep",IBM,4.8,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Social/Peer Perspective)",Columbia University,4.7,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,A Strategic Approach to Cybersecurity,"University of Maryland, College Park",4.7,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,C Programming: Getting Started - 1,Dartmouth College,4.6,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Advanced Network Security,LearnQuest,4.4,7950.0,1 - 3 Months,Advanced,Paid / Subscription,1.0,1,advanced,2.0,0
Coursera,Information Technology,Introduction to DevSecOps,Johns Hopkins University,4.2,7950.0,1 - 4 Weeks,Intermediate,Paid / Subscription,0.25,1,intermediate,1.0,0
Coursera,Information Technology,Leadership in Interprofessional Informatics,University of Minnesota,4.3,7950.0,1 - 3 Months,Intermediate,Paid / Subscription,1.0,1,intermediate,1.0,0
Coursera,Information Technology,PMP Exam Prep: Managing People with Power Skills,"University of Maryland, College Park",4.6,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Web3 and Blockchain Transformations in Global Supply Chains,INSEAD,4.7,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Cybersecurity Risk Management Across Critical Systems,"University of Maryland, College Park",4.6,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Estrategia de IT centrada en el cliente,University of Virginia,4.5,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Information Theory,The Chinese University of Hong Kong,4.7,7950.0,3 - 6 Months,,Paid / Subscription,3.0,1,,0.0,1
Coursera,Information Technology,Get Interactive: Practical Teaching with Technology,University of London,4.8,1600.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,0
Coursera,Information Technology,"English for Science, Technology, Engineering, and Mathematics",University of Pennsylvania,4.8,2900.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,0
Coursera,Information Technology,SAP Technology Consultant,SAP,4.6,1500.0,3 - 6 Months,Beginner,Paid / Subscription,3.0,1,beginner,0.0,0
Coursera,Information Technology,Introduction to EdTech,EDHEC Business School,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Information Design,University of California San Diego,4.5,7950.0,1 - 4 Weeks,,Paid / Subscription,0.25,1,,0.0,1
Coursera,Information Technology,Information Security Analyst,EC-Council,4.9,7950.0,3 - 6 Months,Beginner,Paid / Subscription,3.0,1,beginner,0.0,1
Coursera,Information Technology,Technology Entrepreneurship,University of Colorado Boulder,4.5,7950.0,3 - 6 Months,Beginner,Paid / Subscription,3.0,1,beginner,0.0,1
Coursera,Information Technology,Technology & Entrepreneurship,Arizona State University,4.8,7950.0,3 - 6 Months,Beginner,Paid / Subscription,3.0,1,beginner,0.0,1
Coursera,Information Technology,Standardisation & Technology,28DIGITAL,4.6,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Basic Information Literacy,The State University of New York,4.7,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Advanced Information Literacy,The State University of New York,4.9,7950.0,1 - 3 Months,Intermediate,Paid / Subscription,1.0,1,intermediate,1.0,1
Coursera,Information Technology,Academic Information Seeking,University of Copenhagen,4.7,7950.0,1 - 4 Weeks,,Paid / Subscription,0.25,1,,0.0,1
Coursera,Information Technology,Digital Information Literacy,The State University of New York,4.9,7950.0,1 - 3 Months,Intermediate,Paid / Subscription,1.0,1,intermediate,1.0,1
Coursera,Information Technology,AWS Cloud Technology Consultant,Amazon Web Services,4.8,7000.0,3 - 6 Months,Beginner,Paid / Subscription,3.0,1,beginner,0.0,0
Coursera,Information Technology,Mainstream Smart Home Technology as Assistive Technology,University of Pittsburgh,4.6,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Strategic Technology Management,University of Illinois Urbana-Champaign,4.7,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Ethics of Technology,The University of Notre Dame,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Ferrous Technology I,Pohang University of Science and Technology(POSTECH),4.7,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,CISA Certified Information Systems Auditor,Pearson,4.3,7950.0,1 - 3 Months,Intermediate,Free to Audit,1.0,0,intermediate,1.0,0
Coursera,Information Technology,Ferrous Technology II,Pohang University of Science and Technology(POSTECH),4.8,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Blockchain Technology Applied,Board Infinity,4.6,7950.0,1 - 3 Months,Intermediate,Paid / Subscription,1.0,1,intermediate,1.0,1
Coursera,Information Technology,Geographic Information Systems (GIS),"University of California, Davis",4.8,6400.0,3 - 6 Months,Beginner,Paid / Subscription,3.0,1,beginner,0.0,0
Coursera,Information Technology,Designing Information System Security Architectures,LearnQuest,4.1,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,0
Coursera,Information Technology,Certified Information Security Manager (CISM),Packt,4.5,7950.0,1 - 4 Weeks,Intermediate,Paid / Subscription,0.25,1,intermediate,1.0,1
Coursera,Information Technology,"Science, Technology & Modernity","Birla Institute of Technology & Science, Pilani",4.6,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Introduction to Quantum Information,Korea Advanced Institute of Science and Technology(KAIST),4.3,7950.0,1 - 3 Months,Advanced,Paid / Subscription,1.0,1,advanced,2.0,0
Coursera,Information Technology,Cryptography and Information Theory,University of Colorado System,4.5,7950.0,1 - 4 Weeks,Intermediate,Paid / Subscription,0.25,1,intermediate,1.0,1
Coursera,Information Technology,Beginner English: Personal Information,Voxy,4.4,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,0
Coursera,Information Technology,Managing Information System Security Architecture,LearnQuest,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Information Gathering and Vetting,Arizona State University,4.1,7950.0,1 - 3 Months,,Paid / Subscription,1.0,1,,0.0,0
Coursera,Information Technology,Intermediate English: Relaying Information,Voxy,4.6,7950.0,1 - 3 Months,Intermediate,Paid / Subscription,1.0,1,intermediate,1.0,1
Coursera,Information Technology,Digital Manufacturing & Design Technology,University at Buffalo,4.6,7000.0,3 - 6 Months,Beginner,Paid / Subscription,3.0,1,beginner,0.0,0
Coursera,Information Technology,Technology & Software Sales Fundamentals,Coursera,4.7,7950.0,3 - 6 Months,Intermediate,Paid / Subscription,3.0,1,intermediate,1.0,1
Coursera,Information Technology,"Ethics, Technology and Engineering",Eindhoven University of Technology,4.6,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Geospatial Technology for Construction,L&T EduTech,4.8,7950.0,1 - 3 Months,Intermediate,Paid / Subscription,1.0,1,intermediate,1.0,1
Coursera,Information Technology,Renewable Energy Technology Fundamentals,University of Colorado Boulder,4.8,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Fundamentals of Technology Sales,"University of Maryland, College Park",4.7,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Low Intermediate English: Technology,Voxy,4.1,7950.0,1 - 3 Months,Intermediate,Paid / Subscription,1.0,1,intermediate,1.0,0
Coursera,Information Technology,IBM Data Privacy for Information Architecture,IBM,4.5,7950.0,1 - 3 Months,,Paid / Subscription,1.0,1,,0.0,1
Coursera,Information Technology,Technology and Product Planning,Johns Hopkins University,2.3,7950.0,1 - 4 Weeks,,Paid / Subscription,0.25,1,,0.0,0
Coursera,Information Technology,Technology Strategy: Creative Destruction,University of Illinois Urbana-Champaign,4.8,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Certified Information Systems Security Professional (CISSP),Infosec,4.7,7950.0,3 - 6 Months,Advanced,Paid / Subscription,3.0,1,advanced,2.0,1
Coursera,Information Technology,Fundamentals of Information System Security Architecture,LearnQuest,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,GenAI for Technology Consultants,Coursera,3.7,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,0
Coursera,Information Technology,Advances in Manufacturing Technology,Board Infinity,4.5,7950.0,3 - 6 Months,Beginner,Paid / Subscription,3.0,1,beginner,0.0,1
Coursera,Information Technology,Digital Technology in Manufacturing,L&T EduTech,4.5,7950.0,1 - 3 Months,Intermediate,Paid / Subscription,1.0,1,intermediate,1.0,1
Coursera,Information Technology,CISA: Certified Information Systems Auditor,Packt,4.7,7950.0,3 - 6 Months,Intermediate,Free to Audit,3.0,0,intermediate,1.0,1
Coursera,Information Technology,UX Research and Information Architecture ,IBM,4.9,7950.0,1 - 4 Weeks,Intermediate,Paid / Subscription,0.25,1,intermediate,1.0,1
Coursera,Information Technology,Designing Robust Information System Security Architectures,LearnQuest,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Information Systems Auditing and Governance,Packt,4.6,7950.0,1 - 4 Weeks,Intermediate,Free to Audit,0.25,0,intermediate,1.0,1
Coursera,Information Technology,Information Systems Implementation and Business Resilience,Whizlabs,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid / Subscription,0.25,1,intermediate,1.0,1
Coursera,Information Technology,Low Intermediate English: Help & Information,Voxy,4.9,7950.0,1 - 3 Months,Intermediate,Paid / Subscription,1.0,1,intermediate,1.0,1
Coursera,Information Technology,Geographical Information Systems - Part 1,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne,3.5,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,0
Coursera,Information Technology,Applied Information Extraction in Python,University of Michigan,4.6,7950.0,1 - 4 Weeks,Advanced,Paid / Subscription,0.25,1,advanced,2.0,1
Coursera,Information Technology,Geographical Information Systems - Part 2,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne,4.6,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Healthcare Information Design and Visualizations,Northeastern University,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Promoting Accessible Workplaces with Assistive Technology,Knowledge Accelerators,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Optimize Virtual Selling with Technology,LearnQuest,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Getting Started with Technology Startups,University of Colorado Boulder,4.4,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,0
Coursera,Information Technology,The Technology of Music Production,Berklee,4.8,1100.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,0
Coursera,Information Technology,Cyber Security â Technology and Governance,University of London,4.8,7950.0,3 - 6 Months,Beginner,Paid / Subscription,3.0,1,beginner,0.0,1
Coursera,Information Technology,Leveraging Technology to Achieve Results,Rutgers the State University of New Jersey,4.9,7950.0,1 - 3 Months,Intermediate,Paid / Subscription,1.0,1,intermediate,1.0,1
Coursera,Information Technology,Creating a Technology Startup Company,University of Colorado Boulder,4.7,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Foundations of Information Security and Incident Handling,Packt,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid / Subscription,0.25,1,intermediate,1.0,1
Coursera,Information Technology,Lead with Technology and AI,Harvard Business Review,4.9,7950.0,1 - 4 Weeks,Intermediate,Paid / Subscription,0.25,1,intermediate,1.0,1
Coursera,Information Technology,Health Information Literacy for Data Analytics,"University of California, Davis",4.5,7950.0,3 - 6 Months,Intermediate,Paid / Subscription,3.0,1,intermediate,1.0,1
Coursera,Information Technology,Innovations in Lithium Battery Technology,Starweaver,4.8,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Information & Digital Literacy for University Success,The University of Sydney,4.9,4700.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,0
Coursera,Information Technology,GIS: Geographic Information Systems for Sustainability,University of Michigan,4.5,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Advancing Mask Technology for Semiconductors,Coursera,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid / Subscription,0.25,1,intermediate,1.0,1
Coursera,Information Technology,CISSP Certified Information Systems Security Professional,Packt,4.8,7950.0,3 - 6 Months,Beginner,Paid / Subscription,3.0,1,beginner,0.0,1
Coursera,Information Technology,Web Design: Strategy and Information Architecture,California Institute of the Arts,4.8,1300.0,1 - 3 Months,Intermediate,Paid / Subscription,1.0,1,intermediate,1.0,0
Coursera,Information Technology,Smart Contracts - Blockchain Technology Applied,Board Infinity,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,"AI, Automation, and Emerging Technology",Simplilearn,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Teach English Now! Technology Enriched Teaching,Arizona State University,4.9,1700.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,0
Coursera,Information Technology,Fintech: Foundations & Applications of Financial Technology,University of Pennsylvania,4.6,3800.0,3 - 6 Months,Beginner,Paid / Subscription,3.0,1,beginner,0.0,0
Coursera,Information Technology,Designing Project Information Hubs for Performance,"University of Maryland, College Park",4.7,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Maximum Performance and Technology in Sports,Real Madrid Graduate School Universidad Europea,4.6,7950.0,3 - 6 Months,Beginner,Paid / Subscription,3.0,1,beginner,0.0,1
Coursera,Information Technology,Supply Chain Finance and Blockchain Technology,New York Institute of Finance,4.6,7950.0,3 - 6 Months,Intermediate,Paid / Subscription,3.0,1,intermediate,1.0,1
Coursera,Information Technology,SAP Technology Consultant Hands-on Project,SAP,4.6,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Innovations in Investment Technology: Artificial Intelligence,University of Michigan,4.7,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Information Security Risk Management for ISO 27001/ISO 27002,Packt,4.6,7950.0,3 - 6 Months,Beginner,Paid / Subscription,3.0,1,beginner,0.0,1
Coursera,Information Technology,Using Educational Technology with English Learners,Rice University,4.9,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Justice and Equity in Technology Policy,University of Michigan,4.9,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Innovation and emerging technology: Be disruptive,Macquarie University,4.8,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,"Inside BFSI: Structure, Challenges, and Technology",Board Infinity,4.6,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,"Project Lifecycle, Information Sharing, and Risk Management",SkillUp,4.7,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Mindware: Critical Thinking for the Information Age,University of Michigan,4.8,1400.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,0
Coursera,Information Technology,Cyber Security: Data Security and Information Privacy,Macquarie University,4.6,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,"Policy, Technology, and Carbon Free Cities",University of Colorado Boulder,4.6,7950.0,1 - 3 Months,Beginner,Free to Audit,1.0,0,beginner,0.0,1
Coursera,Information Technology,Agile Technology Selection for Smarter Decisions,Packt,4.6,7950.0,3 - 6 Months,Intermediate,Paid / Subscription,3.0,1,intermediate,1.0,1
Coursera,Information Technology,Introduction to Technology-Assisted Decision-Making,University of Leeds,4.8,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Infonomics II: Business Information Management and Measurement,University of Illinois Urbana-Champaign,4.5,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Exam Prep: Certified Information Systems Auditor (CISA),Whizlabs,4.6,7950.0,1 - 3 Months,Intermediate,Free to Audit,1.0,0,intermediate,1.0,1
Coursera,Information Technology,Persistent Memory Technology - Introduction and Deployment,EDUCBA,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Introduction to Information Retrieval with Amazon Q,Amazon Web Services,4.7,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Video Games - Technology and Social Impacts,"Birla Institute of Technology & Science, Pilani",4.6,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,"Technology, Influence & Sustained Success in Modern Sales",LearnQuest,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid / Subscription,0.25,1,intermediate,1.0,1
Coursera,Information Technology,"People, Technology and the Future of Mobility",University of Michigan,4.7,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Future of data and technology in football,Real Madrid Graduate School Universidad Europea,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Introduction to Supply Chain Finance & Blockchain Technology,New York Institute of Finance,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid / Subscription,0.25,1,intermediate,1.0,1
Coursera,Information Technology,Fundamentals of particle accelerator technology (NPAP MOOC),Lund University,4.7,7950.0,1 - 3 Months,Intermediate,Paid / Subscription,1.0,1,intermediate,1.0,1
Coursera,Information Technology,Introduction to AI and Technology in Sports,Real Madrid Graduate School Universidad Europea,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Infonomics I: Business Information Economics and Data Monetization,University of Illinois Urbana-Champaign,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Data Augmented Technology Assisted Medical Decision Making,University of Michigan,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Designing Agentive Technology: AI for Human Support,Packt,4.6,7950.0,3 - 6 Months,Intermediate,Paid / Subscription,3.0,1,intermediate,1.0,1
Coursera,Information Technology,Cutting-edge Technology in Air Conditioning System,L&T EduTech,4.9,7950.0,1 - 4 Weeks,Intermediate,Paid / Subscription,0.25,1,intermediate,1.0,1
Coursera,Information Technology,"Constructivism and Mathematics, Science, and Technology Education",University of Illinois Urbana-Champaign,4.7,7950.0,1 - 3 Months,,Paid / Subscription,1.0,1,,0.0,1
Coursera,Information Technology,CRISC: Certified in Risk and Information Systems Control,Packt,4.9,7950.0,3 - 6 Months,Intermediate,Paid / Subscription,3.0,1,intermediate,1.0,1
Coursera,Information Technology,Course 3: Technology Concepts Powering Adobe Commerce,Adobe,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,AstroTech: The Science and Technology behind Astronomical Discovery,The University of Edinburgh,4.7,1200.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,0
Coursera,Information Technology,"Application of AI, InsurTech, and Real Estate Technology",University of Pennsylvania,4.6,7950.0,1 - 4 Weeks,,Paid / Subscription,0.25,1,,0.0,1
Coursera,Information Technology,"Forming, Funding, and Launching a Technology Startup Company",University of Colorado Boulder,4.6,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Science and Technology in the Silla Cultural Heritage,Pohang University of Science and Technology(POSTECH),4.8,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Letâs Read! Learning Japanese through Science & Technology-1,The University of Tokyo,4.7,7950.0,1 - 3 Months,Intermediate,Paid / Subscription,1.0,1,intermediate,1.0,1
Coursera,Information Technology,Science Communication: Communicating Trustworthy Information in the Digital World,Erasmus University Rotterdam,4.6,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Next-Gen. Energy Storage - Battery and Hydrogen Technology,L&T EduTech,4.5,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,3D Printing Technology Deep Dive and Use Cases,Arizona State University,4.7,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Letâs Read! Learning Japanese through Science & Technology-2,The University of Tokyo,4.9,7950.0,1 - 3 Months,Intermediate,Paid / Subscription,1.0,1,intermediate,1.0,1
Coursera,Information Technology,Digital Media and Strategic Planning in Technology Markets,University of Colorado Boulder,4.7,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,How Technology Will Shape Marketing with Jagdish Sheth,Kennesaw State University,4.6,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Storytelling and Persuading with Data and Digital Technology,"University of Maryland, College Park",4.6,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
Coursera,Information Technology,Future Development in Supply Chain Finance and Blockchain Technology,New York Institute of Finance,4.5,7950.0,1 - 4 Weeks,Intermediate,Paid / Subscription,0.25,1,intermediate,1.0,1
Coursera,Information Technology,Accounting Analysis I: The Role of Accounting as an Information System,University of Illinois Urbana-Champaign,4.8,7950.0,1 - 3 Months,Intermediate,Paid / Subscription,1.0,1,intermediate,1.0,1
Coursera,Information Technology,How Entrepreneurs in Emerging Markets can master the Blockchain Technology,University of Cape Town,4.7,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,Introduction to Cybersecurity Essentials,IBM,4.8,1200.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,0
Coursera,Information Technology,"Technology Commercialization, Part 1: Setting up your Idea Filtering System",University of Rochester,4.2,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,0
Coursera,Information Technology,Real-World Cloud PM 1 of 3: Cloud Business and Technology,Advancing Women in Tech,4.5,7950.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,1
Coursera,Information Technology,é¢åå¯¹è±¡ææ¯é«çº§è¯¾ç¨ï¼The Advanced Object-Oriented Technologyï¼,Peking University,4.5,7950.0,3 - 6 Months,Beginner,Paid / Subscription,3.0,1,beginner,0.0,1
Coursera,Information Technology,Human Resources Analytics,"University of California, Irvine",4.6,2100.0,1 - 4 Weeks,Beginner,Paid / Subscription,0.25,1,beginner,0.0,0
Coursera,Information Technology,The GRC Approach to Managing Cybersecurity,Kennesaw State University,4.7,7950.0,1 - 3 Months,Beginner,Paid / Subscription,1.0,1,beginner,0.0,1
